url,cooking_time
https://www.menupan.com/Cook/RecipeView.asp?cookid=1643,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=1712,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=1175,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=544,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=890,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=878,120
https://www.menupan.com/Cook/RecipeView.asp?cookid=1051,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=1465,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=1818,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=1463,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=665,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=861,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=831,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=652,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=1691,90
https://www.menupan.com/Cook/RecipeView.asp?cookid=1056,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=521,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=235,150
https://www.menupan.com/Cook/RecipeView.asp?cookid=1426,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=963,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=325,120
https://www.menupan.com/Cook/RecipeView.asp?cookid=1169,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=1659,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=1358,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=598,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=328,140
https://www.menupan.com/Cook/RecipeView.asp?cookid=899,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=401,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=1469,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=688,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=553,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=293,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=368,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=506,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=629,20
